Date_ID,LabID,CRA,Error,DC13,OthMeasures,DateMethod,Material,Species,OthSiteID,OldSiteID,SiteID,IndID,SiteName,SiteContext,SiteType,TmpType,AdminRegion,Country,CaseStudyArea,Disarticulated,Cremation,Longitude,Latitude,LocQual,Source,Comments,Othersources,AnnaComment,aDNAOlalde
53966,SUERC-26163,3680,30,NA,NA,NA,bone,Homo sapiens,NA,16535,16535,16535,"Stakor Hill, Buxton",J93.922; P192,NA,NA,"Derbyshire, England",England,NA,No,No,-1.9237,53.2598,C,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
208757,OxA-16453,3668,35,-20.339,F14C:0.6334+/-0.0028,AMS,bone,Homo sapiens,NA,18862,18862,,"Stan Low, Bradwell",NA,burial mound,NA,"Derbyshire, England",England,NA,No,No,-1.7477,53.3097,B,Bronk Ramsay et al. 2009. Archaeometry 51.; http://www.c14.org.uk/publication.php?ref=AM33,"Bone, Homo sapiens, Sample 2.; Sample:sample 2. Bronk Ramsey, C., Higham, T. F. G., Brock, F., Baker, D., & Ditchfield, P. (2009). Radiocarbon dates from the oxford ams system: archaeometry datelist 33. Archaeometry, 51(2), 323-349. Archaeometry, 51(2), 323-349.",NA,NA,NA
208758,OxA-16454,3639,34,-21.029,F14C:0.6357+/-0.0027,AMS,tooth,Homo sapiens,NA,18862,18862,,"Stan Low, Bradwell",NA,burial mound,NA,"Derbyshire, England",England,NA,No,No,-1.7477,53.3097,B,Bronk Ramsay et al. 2009. Archaeometry 51.; http://www.c14.org.uk/publication.php?ref=AM33,"Tooth, Homo sapiens , Sample 3.; Sample:sample 3. Bronk Ramsey, C., Higham, T. F. G., Brock, F., Baker, D., & Ditchfield, P. (2009). Radiocarbon dates from the oxford ams system: archaeometry datelist 33. Archaeometry, 51(2), 323-349. Archaeometry, 51(2), 323-349.",NA,NA,NA
45016,SUERC-16360,3555,35,-23.5,NA,NA,bone (cremated),Homo sapiens,NA,14142,14142,,Stanbury,1003B Cremation pit 1007,grave,NA,"West Yorkshire, England",England,NA,N/A,Yes,-1.9836,53.83,B,"Richardson and Vyner 2011 An Exotic Early Bronze Age Funerary Assemblage from Stanbury, West Yorkshire Proceedings of the Prehistoric Society 77:49--63 (doi:10.1017/S0079497X00000621); Speed, G. (2010) Mitchell Laithes Farm, Ossett, West Yorkshire. Excavation Report. Barnard Castle: Northern Archaeological Associates, NAA 09/42. doi:10.5284/1029397",NA,NA,NA,NA
44844,OxA-18361,3554,31,-22.6,NA,AMS,bone (cremated),Homo sapiens,NA,14142,14142,,Stanbury,1003A Cremation pit 1007,grave,NA,"West Yorkshire, England",England,NA,N/A,Yes,-1.9836,53.83,B,"Richardson and Vyner 2011 An Exotic Early Bronze Age Funerary Assemblage from Stanbury, West Yorkshire Proceedings of the Prehistoric Society 77:49--63 (doi:10.1017/S0079497X00000621); Speed, G. (2010) Mitchell Laithes Farm, Ossett, West Yorkshire. Excavation Report. Barnard Castle: Northern Archaeological Associates, NAA 09/42. doi:10.5284/1029397",NA,NA,NA,NA
227911,SUERC-11893,3300,35,-24.4,NA,NA,bone (cremated),Homo sapiens,NA,204211,204211,204211,Standingstone,fill [ 233] of dnerary urn (SMF35) F232 [TST03  233b],NA,NA,"East Lothian, Scotland",Scotland,NA,N/A,Yes,-2.6966,55.9508,B,"Hamilton, W.D. 2011. The Use of Bayesian and Radiocarbon Modelling (Re)write Later Iron Age Settlement Histories Histories in East-Central Britiain (Leicester)",NA,NA,NA,NA
D0091,UB-3125,3677,53,NA,NA,NA,Charcoal,NA,NA,NA,1000106,1000106,Stanton Harcourt,NA,NA,NA,"Oxfordshire, England",England,NA,N/A,Yes,-1.4173973,51.745675,NA,NA,NA,NA,NA,NA
53991,SUERC-26198,3765,30,NA,NA,NA,bone,Homo sapiens,NA,16544,16544,,Staxton,Burial 11,NA,NA,"East Riding of Yorkshire, England",England,Yorkshire Wolds,No,No,-0.4311,54.2016,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
53979,SUERC-26182,3635,30,NA,NA,NA,bone,Homo sapiens,NA,16544,16544,,Staxton,Burial 7  Sxn 57 C IV 3,NA,NA,"East Riding of Yorkshire, England",England,Yorkshire Wolds,No,No,-0.4311,54.2016,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,Artificially deformed cranium,NA
Olalde1,AA-51418,3320,50,NA,NA,NA,bone,Homo sapiens,NA,NA,1000107,1000107,"Stenchme, Lop Ness, Orkney",GENSCOT80,NA,"burial(inhumation,articulated,crouched);cist","Orkney Islands, Scotland",Scotland,NA,No,No,-2.425,59.281,NA,NA,NA,NA,NA,Y
209789,OxA-V-2167-42,3826,39,-19.7,NA,AMS,bone,Homo sapiens,Canmore 57808,202417,202417,,"Stenton, Ruchlaw Mains",NA,Cist,NA,"East Lothian, Scotland",Scotland,NA,No,No,-2.6157,55.9598,B,"http://canmore.org.uk/c14sample/OxA-V-2167-42; Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",Human bone from an inhumation in a cist with a SN Step 4 N2 or N3 beaker. This age is not significantly different (98% agreement) from a previous date (GU-1356 3720+/-110 once the error has been amended Ashmore et al 1982). If the two are combined they suggest at 2 sigma a date between 2460 and 2130 cal BC and at 1 sigma 2340 to 2150 cal BC. There is a negligible difference between this and the calibration of OxA-V-2167-42 on its own. From information compiled by Patrick Ashmore.; Additional published date: GU-1356: 3720 <U+00B1> 110 (Ashmore et al. 1982),NA,NA,NA
53982,SUERC-26185,3905,30,NA,NA,NA,bone,Homo sapiens,NA,16545,16545,16545,Stockbridge Down,primary burial,NA,NA,"Hampshire, England",England,Wessex,No,No,-1.4657,51.1104,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
220393,HAR-8083,4070,80,-21.4,NA,NA,bone,Homo sapiens,NA,202978,202978,202978,"Stoke Bishop: Druids Hill, Avon",old ground surface close to chamber and below mound,3B; 3H; 4B; 4H;3E Megalithic monument - barrow ?,NA,"Avon, England",England,NA,Yes,No,-2.6336,51.4825,B,Bayliss et al. 2012. Radiocarbon Dates - from samples funded by English Heritage between 1981 and 1988. http://radon.ufg.uni-kiel.de/samples/9872,"Human bone (adult, fifth metatarsal) (J Bayley. Sample: 241-24, submitted in December 1983 by N Balaam. Initial comment: the bone was found on the surface of the buried soil sealed by the mound rubble and associated with a small potsherd, in Trench 3.",NA,NA,NA
Willis1,OxA-27045,4456,36,-21.5,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis2,OxA-27092,4426,33,-23.6,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
211760,SUERC-30410,4420,35,-22.7,NA,NA,bone (cremated),Homo sapiens,EUROEVOL S3876,NA,1000108,,Stonehenge,Abrey Holes;Cremation adjacent to Aubrey Hole 7; Cremation adjacent to Aubrey Hole 7; Cremation adjacent to Aubrey Hole 7,NA,NA,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"CalPal; Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861","Cremated human bone, femur fragment. Parker Pearson et al 2009; Cremated human bone, femur fragment.",NA,NA,NA
Willis3,OxA-27077,4418,31,-24.9,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis4,OxA-27090,4413,32,-23.5,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis5,OxA-27082,4404,26,-19.9,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis6,SUERC-42883,4394,18,-22.3,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis7,OxA-27094,4392,30,-21.7,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis8,OxA-27079,4391,30,-22.8,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis9,SUERC-42885,4385,20,-24.4,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis10,OxA-27047,4377,31,-21.8,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis11,OxA-27084,4364,31,-20.3,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis12,OxA-26963,4358,34,-23.5,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis13,SUERC-42895,4350,19,-22.6,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis14,OxA-27081,4348,30,-23,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis15,OxA-27080,4344,17,-22.5,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis16,OxA-27085,4340,30,-23.3,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis17,OxA-26964,4325,31,-24.3,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis18,OxA-27086,4317,33,-21.5,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis19,OxA-26962,4281,31,-22,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis20,OxA-27083,4261,30,-19.8,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis21,OxA-27078,4255,33,-24.2,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis22,OxA-27091,4255,30,-20.6,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis23,OxA-27049,4237,30,-22.5,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis24,SUERC-42886,4219,20,-21.6,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis25,OxA-27048,4210,31,-22.4,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis26,OxA-27046,4195,31,-18.5,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis27,OxA-27093,4180,34,-23.4,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis28,OxA-26966,4168,29,-23.7,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis29,SUERC-42893,4164,19,-20.8,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis30,OxA-27089,4132,31,-20.9,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis31,SUERC-42892,4107,19,-19.7,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
Willis32,OxA-26965,4101,30,-22.6,NA,NA,bone (cremated),Homo sapiens,NA,NA,1000108,,Stonehenge,NA,Henge,burial(cremation);henge,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"Willis et al., 2016",NA,NA,NA,NA
228033,OxA-18649,3883,31,-20.8,NA,AMS,tooth,Homo sapiens,NA,201063,1000108,,Stonehenge,From immediately below the turf [STH08 1 16],NA,NA,"Wiltshire, England",England,Wessex,Yes,No,-1.8261,51.1794,B,"Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861",Human tooth M2. Atkinson 1967; Radiocarbon determinations rejected for the purposes of modelling the chronology of the monument. Human tooth M2.,NA,NA,NA
208862,OxA-18036,4332,35,-16.999,NA,AMS,bone (cremated),Homo sapiens,EUROEVOL S3876,201063,1000108,,Stonehenge,"Abrey Holes;Aubrey Hole 32, cremated human longbone; Aubrey Hole 32, [3898].; Aubrey Hole 32, [3898]",NA,NA,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"CalPal; https://c14.arch.ox.ac.uk/database/db.php; Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861",Sample: STONEHENGE CREMATED 1. Material: Homo sapiens.; Cremated human longbone fragment. Parker Pearson et al 2009; human bone;Cremated human longbone fragment.,NA,NA,NA
208858,OxA-17957,4271,29,-20.308,NA,AMS,bone (cremated),Homo sapiens,EUROEVOL S3876,201063,1000108,,Stonehenge,"Ditch-Secondary Filling;ditch fill, C41, 54/36; Ditch fill, [3893], C41, 54/36; Ditch fill, [3893], C41, 54/36",NA,NA,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"CalPal; https://c14.arch.ox.ac.uk/database/db.php; Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861","Sample: STONEHENGE CREMATED 2.; Cremated human bone, humerus, young/mature adult. Allen and Bayliss 1995; Human bone;Cremated human bone, humerus, young/mature adult.",NA,NA,NA
209824,OxA-V-2232-46,4169,31,-21.826,DN15:9.9;CN:3.4,AMS,bone,Homo sapiens,EUROEVOL S3876,201063,1000108,,Stonehenge,"Ditch-Secondary Filling;ditch fill, C25; Ditch fill, [1560], C25; Ditch fill, [1560], C25",NA,NA,"Wiltshire, England",England,Wessex,Yes,No,-1.8261,51.1794,B,"CalPal; https://c14.arch.ox.ac.uk/database/db.php; Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861","Sample: S-EVA 3639. Material: human bone collagen.; Human skull, sub-adult or adult. Darvill and Wainwright 2009; Human skull;Human skull, sub-adult or adult.",NA,NA,NA
209825,OxA-V-2232-47,4127,31,-21.865,DN15:10.4;CN:3.4,AMS,bone,Homo sapiens,EUROEVOL S3876,201063,1000108,,Stonehenge,"Ditch-Secondary Filling;ditch fill, C28; Ditch fill, [2589], C28; Ditch fill, [2589], C28",NA,NA,"Wiltshire, England",England,Wessex,Yes,No,-1.8261,51.1794,B,"CalPal; https://c14.arch.ox.ac.uk/database/db.php; Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861","Sample: S-EVA 3641. Material: human bone collagen.; Human skull, older mature adult or older. Darvill and Wainwright 2009; Human skull, older mature adult or older.",NA,NA,NA
208859,OxA-17958,3961,29,-19.204,NA,AMS,bone (cremated),Homo sapiens,EUROEVOL S3876,201063,1000108,,Stonehenge,"Ditch-Secondary Filling;ditch fill, C42,54/841; Ditch fill, [3898], C42, 54/841; Ditch fill, [3898], C42, 54/841",NA,NA,"Wiltshire, England",England,Wessex,N/A,Yes,-1.8261,51.1794,B,"CalPal; https://c14.arch.ox.ac.uk/database/db.php; Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861","Sample: STONEHENGE CREMATED 3.; Cremated human bone, radius, young/mature adult. Parker Pearson et al 2009; Cremated human bone, radius, young/mature adult.",NA,NA,NA
222143,OxA-4886,3960,60,-21.2,F14C:0.6107,AMS,bone,Homo sapiens,EUROEVOL S3876,201063,1000108,,Stonehenge,"Beaker Age Burial;Burial cut into secondary ditch fill [4028], C61.1; Burial cut into secondary ditch fill, [4028], (C61.1); Phase 3; Burial cut into secondary ditch fill, [4028], (C61.1)",3K Burial on 3I Henge;tomb,NA,"Wiltshire, England",England,Wessex,No,No,-1.8261,51.1794,B,"CalPal; EUROEVOL-Sample:16061; Bayliss et al. 2015. Radiocarbon Dates - from samples funded by English Heritage between 1993 and 1998; Van Der Linden, M. 2006. Le ph<e9>nom<e8>ne campaniforme dans l<U+0092>Europe du 3<e8>me mill<e9>naire avant notre <e8>re.;Evans 1984; Cleal et al. 1995; Hedges et al. 1996; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861","Cleal, R M J et al, 'Stonehenge in its landscape: 20th century excavations' (Engl Heritage Archaeol Rep, 10, 1995), 139, ??? 2, Table 64; Archaeometry, 38, 1996, 401-7; Sample: Evans 78. Material: human femur.; Human bone, right femur. Darvill and Wainwright 2009; Material: human bone (right femur) (M Allen 1994). Initial comment: an inhumation cut into the secondary fills of the ditch, C61.1, context 4028. Sample: WA4028, submitted on 16 May 1994 by M Allen. This sample was dated multiple times (BM-1582,OxA-4886,OxA-5044,OxA-5045,OxA-5046).; Archaeometry 38;DateConflict: Evans 1984; Cleal et al. 1995; Hedges et al. 1996Give date as 3906; Human bone;Human bone, right femur.",NA,NA,NA
222161,OxA-5045,3825,60,-20.6,F14C:0.6212,AMS,bone,Homo sapiens,EUROEVOL S3876,201063,1000108,,Stonehenge,"Beaker Age Burial;as OxA-4886; Burial cut into secondary ditch fill, [4028], (C61.1); Phase 3; ditch burial; Burial cut into secondary ditch fill, [4028], (C61.1)",3K Burial on 3I Henge;tomb,NA,"Wiltshire, England",England,Wessex,No,No,-1.8261,51.1794,B,"CalPal; CL; https://c14.arch.ox.ac.uk/database/db.php; Hedges et al. 1996. Archaeometry 38.2.; Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Bayliss et al. 2015. Radiocarbon Dates - from samples funded by English Heritage between 1993 and 1998; Van Der Linden, M. 2006. Le ph<e9>nom<e8>ne campaniforme dans l<U+0092>Europe du 3<e8>me mill<e9>naire avant notre <e8>re.; Evans 1984; Cleal et al. 1995; Hedges et al. 1996; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861","Cleal, R M J et al, 'Stonehenge in its landscape: 20th century excavations' (Engl Heritage Archaeol Rep, 10, 1995), 139, ??? 2, Table 64; Archaeometry, 38, 1996, 401-7; Sample: Evans 78. Material: human femur.; Human bone, right femur. Darvill and Wainwright 2009; Material: human bone (right femur) (M Allen 1994). Initial comment: as OxA-5044. Sample: WA4028, submitted on 14 September 1994 by M Allen. This sample was dated multiple times (BM-1582,OxA-4886,OxA-5044,OxA-5045,OxA-5046).; Archaeometry 38; Weighted mean of 5 dates: 3817 <U+00B1> 27, calibrates to 2300 to 2200 BC (68%); 2410 to 2140 BC (95%) (Cleal et al. 1995).; Human bone, right femur.",NA,NA,NA
222160,OxA-5044,3785,70,-20.575,F14C:0.6243,AMS,bone,Homo sapiens,EUROEVOL S3876,201063,1000108,,Stonehenge,"Beaker Age Burial;as OxA-4886; Burial cut into secondary ditch fill, [4028], (C61.1); Phase 3; ditch burial; Burial cut into secondary ditch fill, [4028], (C61.1)",3K Burial on 3I Henge;tomb,NA,"Wiltshire, England",England,Wessex,No,No,-1.8261,51.1794,B,"CalPal; CL; https://c14.arch.ox.ac.uk/database/db.php; Hedges et al. 1996. Archaeometry 38.2.; Marshall et al. 2012. Stonehenge, Wiltshire. Chronological Modelling (Research Report I-2012).; Bayliss et al. 2015. Radiocarbon Dates - from samples funded by English Heritage between 1993 and 1998; Van Der Linden, M. 2006. Le ph<e9>nom<e8>ne campaniforme dans l<U+0092>Europe du 3<e8>me mill<e9>naire avant notre <e8>re.; Evans 1984; Cleal et al. 1995; Hedges et al. 1996; Marshall, P., Darvill, T., Parker Pearson, M. and Wainwright, G. (2012) Stonehenge, Amesbury, Wiltshire: Chronological Modelling. Portsmouth: English Heritage Research Department, 1-2012. doi:10.5284/1033861","Cleal, R M J et al, 'Stonehenge in its landscape: 20th century excavations' (Engl Heritage Archaeol Rep, 10, 1995), 139, ??? 2, Table 64; Archaeometry, 38, 1996, 401-7; Sample: Evans 78. Material: human femur.; Human bone, right femur. Darvill and Wainwright 2009, 11; Material: human bone (right femur) (M Allen 1994). Initial comment: a Beaker burial cut into secondary fills and the ditch, C61.1, context 4028. A replicate of OxA-4886. Sample: WA4028, submitted on 14 September 1994 by M Allen. This sample was dated multiple times (BM-1582,OxA-4886,OxA-5044,OxA-5045,OxA-5046).; Archaeometry 38; Weighted mean of 5 dates: 3817 <U+00B1> 27, calibrates to 2300 to 2200 BC (68%); 2410 to 2140 BC (95%) (Cleal et al. 1995).; Human bone, right femur.",NA,NA,NA
